Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ACTPOL-566,Chrome 76.0.3809.132,#MBES18 module,,2019-09-09 20:36:23,2019-09-09 20:38:56,2m - 33.124s,INCOMPLETE
,,,,,,,
Test Cases/JIRA Tasks/Release 6.6/ACTPOL-566,Chrome 76.0.3809.132,"Description:
It should be possible to create documents related to this Vreemdeling.

Solution:
create a tab Document with the functionality to fetch information of all these MBES18 tabs and records.
This in done in all rol/proces and also in Arrestanten module.

Testplan:
Step 1: Go to Opsporing - MBES18
Step 2: Enter a new record in MBES18 module, fill in the required fields and click save.
Step 3: Go to tab Documenten and generate a document
Step 4: This document should contain the same values in the MBES18 record

Navigation:
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/Omschrijving""), ""Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing Testing"")",Chrome 76.0.3809.132,,,2019-09-09 20:38:09,2019-09-09 20:38:15,5.852s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:15,2019-09-09 20:38:16,1.007s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/check_in_out""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:16,2019-09-09 20:38:17,0.344s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:17,2019-09-09 20:38:18,1.007s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/Versie Geschiedenis""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:18,2019-09-09 20:38:19,0.804s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:19,2019-09-09 20:38:20,1.012s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/Versie Geschiedenis""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:20,2019-09-09 20:38:20,0.227s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:20,2019-09-09 20:38:21,1.009s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/Nota""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:21,2019-09-09 20:38:22,1.113s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:22,2019-09-09 20:38:23,1.005s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/Nota""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:23,2019-09-09 20:38:23,0.198s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:23,2019-09-09 20:38:24,1.007s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/document popup save""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:24,2019-09-09 20:38:30,5.683s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:30,2019-09-09 20:38:31,1.007s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/New Document Close""), OPTIONAL)",Chrome 76.0.3809.132,,,2019-09-09 20:38:31,2019-09-09 20:38:31,0.498s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:31,2019-09-09 20:38:32,1.009s,PASSED
"comment(""View existing document"")",Chrome 76.0.3809.132,,,2019-09-09 20:38:32,2019-09-09 20:38:32,0.004s,PASSED
delay(5),Chrome 76.0.3809.132,,,2019-09-09 20:38:32,2019-09-09 20:38:37,5.083s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/View record""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:37,2019-09-09 20:38:39,1.623s,PASSED
delay(4),Chrome 76.0.3809.132,,,2019-09-09 20:38:39,2019-09-09 20:38:43,4.016s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/View closepopup""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:43,2019-09-09 20:38:43,0.444s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-09 20:38:43,2019-09-09 20:38:44,1.018s,PASSED
"comment(""Delete existing document"")",Chrome 76.0.3809.132,,,2019-09-09 20:38:44,2019-09-09 20:38:44,0.006s,PASSED
delay(4),Chrome 76.0.3809.132,,,2019-09-09 20:38:44,2019-09-09 20:38:48,4.009s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/Delete record""))",Chrome 76.0.3809.132,,,2019-09-09 20:38:48,2019-09-09 20:38:49,0.911s,PASSED
delay(4),Chrome 76.0.3809.132,,,2019-09-09 20:38:49,2019-09-09 20:38:53,4.009s,PASSED
"println(getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/8 Documenten/Delete read text"")))",Chrome 76.0.3809.132,,,2019-09-09 20:38:53,2019-09-09 20:38:54,0.378s,PASSED
