Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:33:22,2019-09-04 18:33:23,1.009s,PASSED
"voornaam = getText(findTestObject(""JIRA/A Relese 6.6/ACTPOL-558/Voornaam""))",Chrome 76.0.3809.132,Get text from the feild,,2019-09-04 18:33:23,2019-09-04 18:33:25,1.777s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + voornaam)",Chrome 76.0.3809.132,,,2019-09-04 18:33:25,2019-09-04 18:33:25,0.005s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:33:25,2019-09-04 18:33:26,1.008s,PASSED
"achternaam = getText(findTestObject(""JIRA/A Relese 6.6/ACTPOL-558/Achternaam""))",Chrome 76.0.3809.132,Get text from the feild,,2019-09-04 18:33:26,2019-09-04 18:33:27,1.378s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + achternaam)",Chrome 76.0.3809.132,,,2019-09-04 18:33:27,2019-09-04 18:33:27,0.002s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:33:27,2019-09-04 18:33:28,1.009s,PASSED
"geb = getText(findTestObject(""JIRA/A Relese 6.6/ACTPOL-558/Geboortedatum""))",Chrome 76.0.3809.132,Get text from the feild,,2019-09-04 18:33:28,2019-09-04 18:33:30,1.373s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + geb)",Chrome 76.0.3809.132,,,2019-09-04 18:33:30,2019-09-04 18:33:30,0.002s,PASSED
,,,,,,,
Test Cases/JIRA Tasks/Release 6.6/ACTPOL-559,Chrome 76.0.3809.132,"Description:
Per incident a new record should be created.
This should contain tab registratie, Personalia, Inbewaringstellings c.q. Plaatsingegevens, Gedrag/Medisch, Incidenten, Overige gegevens, Bezittingen/Bagage, Documenten.
In other task we will cover the various tabs. This task contains the registratie tab.

Solution:
Create the record for MBES18 records.
This should contain tab registratie, Personalia, Inbewaringstellings c.q. Plaatsingegevens, Gedrag/Medisch, Incidenten, Overige gegevens, Bezittingen/Bagage, Documenten.
In other task we will cover the various tabs. This task contains the registratie tab.

Testplan:
Step 1: Go to Opsporing - MBES18
Step 2: Enter all field in tab Registratie
Step 3: Save record

Navigation:
Opsporing - MBES18",ACTPOL-559,2019-09-04 18:33:34,2019-09-04 18:36:05,2m - 31.192s,PASSED
"callTestCase(findTestCase(""main/Actpol_Login_testenv""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.132,Login to the application,,2019-09-04 18:33:35,2019-09-04 18:34:10,34.862s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 76.0.3809.132,,,2019-09-04 18:34:10,2019-09-04 18:34:10,0.004s,PASSED
"mouseOver(findTestObject(""Actpol_Scripts/Menu navigation/Opsporing/Opsporing""))",Chrome 76.0.3809.132,Mouse over to opsporing,,2019-09-04 18:34:10,2019-09-04 18:34:24,14.107s,PASSED
"log.logInfo(""Successfully logged"")",Chrome 76.0.3809.132,,,2019-09-04 18:34:24,2019-09-04 18:34:24,0.004s,PASSED
delay(2),Chrome 76.0.3809.132,,,2019-09-04 18:34:24,2019-09-04 18:34:26,2.007s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/MBES18 TAB""))",Chrome 76.0.3809.132,Click MBES tab,,2019-09-04 18:34:26,2019-09-04 18:34:31,4.922s,PASSED
"log.logInfo(""Clicking MBES18 tab "")",Chrome 76.0.3809.132,,,2019-09-04 18:34:31,2019-09-04 18:34:31,0.003s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:31,2019-09-04 18:34:32,1.011s,PASSED
"mouseOver(findTestObject(""Actpol_Scripts/Menu navigation/Generiek/Generiek""))",Chrome 76.0.3809.132,Mouse over to Generic tab,,2019-09-04 18:34:32,2019-09-04 18:34:32,0.442s,PASSED
delay(5),Chrome 76.0.3809.132,,,2019-09-04 18:34:32,2019-09-04 18:34:37,5.006s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/mbes new""))",Chrome 76.0.3809.132,Click new btn,,2019-09-04 18:34:37,2019-09-04 18:34:38,1.100s,PASSED
"log.logInfo(""Clicking MBES18 new button "")",Chrome 76.0.3809.132,,,2019-09-04 18:34:38,2019-09-04 18:34:38,0.004s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:38,2019-09-04 18:34:39,1.012s,PASSED
takeScreenshot(),Chrome 76.0.3809.132,,,2019-09-04 18:34:39,2019-09-04 18:34:40,0.695s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:40,2019-09-04 18:34:41,1.018s,PASSED
"comment(""Checking This should contain tab registratie, Personalia, Inbewaringstellings c.q. Plaatsingegevens, Gedrag/Medisch, Incidenten, Overige gegevens, Bezittingen/Bagage, Documenten. "")",Chrome 76.0.3809.132,,,2019-09-04 18:34:41,2019-09-04 18:34:41,0.016s,PASSED
"reg = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/Registratie tab""))",Chrome 76.0.3809.132,Registration tab is visible in in the grid.,,2019-09-04 18:34:41,2019-09-04 18:34:42,0.764s,PASSED
"log.logInfo(""Grid is shown contains tabs mentioned ::"" + reg)",Chrome 76.0.3809.132,,,2019-09-04 18:34:42,2019-09-04 18:34:42,0.003s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:42,2019-09-04 18:34:43,1.032s,PASSED
"per = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/Personalia tab""))",Chrome 76.0.3809.132,Personalia tab is visible in in the grid.,,2019-09-04 18:34:43,2019-09-04 18:34:44,0.846s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + per)",Chrome 76.0.3809.132,,,2019-09-04 18:34:44,2019-09-04 18:34:44,0.003s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:44,2019-09-04 18:34:45,1.008s,PASSED
"inb = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/3 INBEWARINGSTELLINGS_C.Q._PLAATSINGSGEGEVENS/INBEWARINGSTELLINGS C.Q. PLAATSINGSGEGEVENS tab""))",Chrome 76.0.3809.132,INBEWARINGSTELLINGS C.Q. PLAATSINGSGEGEVENS tab is visible in in the grid.,,2019-09-04 18:34:45,2019-09-04 18:34:45,0.768s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + inb)",Chrome 76.0.3809.132,,,2019-09-04 18:34:45,2019-09-04 18:34:45,0.003s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:45,2019-09-04 18:34:46,1.009s,PASSED
"ged = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/4 GEDRAG_MEDISCH/GEDRAG MEDISCH tab""))",Chrome 76.0.3809.132,GEDRAG/MEDISCH tab is visible in in the grid.,,2019-09-04 18:34:46,2019-09-04 18:34:47,0.715s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + ged)",Chrome 76.0.3809.132,,,2019-09-04 18:34:47,2019-09-04 18:34:47,0.007s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:47,2019-09-04 18:34:48,1.014s,PASSED
"inc = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/5 INCIDENTEN/INCIDENTEN tab""))",Chrome 76.0.3809.132,INCIDENTEN tab is visible in in the grid.,,2019-09-04 18:34:48,2019-09-04 18:34:49,0.723s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + inc)",Chrome 76.0.3809.132,,,2019-09-04 18:34:49,2019-09-04 18:34:49,0.004s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:49,2019-09-04 18:34:50,1.007s,PASSED
"over = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/6 Overige gegevens/OVERIGE GEGEVENS tab""))",Chrome 76.0.3809.132,OVERIGE GEGEVENS tab is visible in in the grid.,,2019-09-04 18:34:50,2019-09-04 18:34:50,0.608s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + over)",Chrome 76.0.3809.132,,,2019-09-04 18:34:50,2019-09-04 18:34:50,0.003s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:50,2019-09-04 18:34:51,1.012s,PASSED
"begi = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/BEZITTINGEN_BAGAGE tab""))",Chrome 76.0.3809.132,BEZITTINGEN/BAGAGE tab is visible in in the grid.,,2019-09-04 18:34:51,2019-09-04 18:34:52,0.662s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + begi)",Chrome 76.0.3809.132,,,2019-09-04 18:34:52,2019-09-04 18:34:52,0.003s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:52,2019-09-04 18:34:53,1.008s,PASSED
"comment(""Data entering in Registratie tab"")",Chrome 76.0.3809.132,,,2019-09-04 18:34:53,2019-09-04 18:34:53,0.007s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:53,2019-09-04 18:34:54,1.009s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/Registratie new""))",Chrome 76.0.3809.132,Click new btn in Registratie,,2019-09-04 18:34:54,2019-09-04 18:34:55,1.077s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:34:55,2019-09-04 18:34:56,1.005s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie save""))",Chrome 76.0.3809.132,Click save btn,,2019-09-04 18:34:56,2019-09-04 18:34:57,0.766s,PASSED
delay(3),Chrome 76.0.3809.132,,,2019-09-04 18:34:57,2019-09-04 18:35:00,3.006s,PASSED
takeScreenshot(),Chrome 76.0.3809.132,,,2019-09-04 18:35:00,2019-09-04 18:35:01,1.047s,PASSED
"log.logInfo(""without throwing error data is saved the grid..."")",Chrome 76.0.3809.132,,,2019-09-04 18:35:01,2019-09-04 18:35:01,0.003s,PASSED
"log.logInfo(""not getting error message"")",Chrome 76.0.3809.132,,,2019-09-04 18:35:01,2019-09-04 18:35:01,0.003s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/Registratie new""))",Chrome 76.0.3809.132,Click new btn in Registratie,,2019-09-04 18:35:01,2019-09-04 18:35:02,0.566s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:02,2019-09-04 18:35:03,1.011s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie van 1""), ""KORPS POLITIE CURACAO"", false)",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:03,2019-09-04 18:35:05,2.638s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:05,2019-09-04 18:35:06,1.007s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie Naar 1""), ""OPENBARE MINISTERIE"", false)",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:06,2019-09-04 18:35:07,0.761s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:07,2019-09-04 18:35:08,1.011s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie van 2""), ""AMBULANCE"", false)",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:08,2019-09-04 18:35:09,0.883s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:09,2019-09-04 18:35:10,1.007s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie Naar 2""), ""SKS"", false)",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:10,2019-09-04 18:35:11,0.785s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:11,2019-09-04 18:35:12,1.005s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Behandeld door""), ""Katalon testing :: Behandeld door"")",Chrome 76.0.3809.132,Enter the text from the feild,,2019-09-04 18:35:12,2019-09-04 18:35:15,2.964s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:15,2019-09-04 18:35:16,1.012s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Telefoon""), ""123456789"")",Chrome 76.0.3809.132,Enter the text from the feild,,2019-09-04 18:35:16,2019-09-04 18:35:17,1.369s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:17,2019-09-04 18:35:18,1.009s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/E-Mail""), ""test@gmail.com"")",Chrome 76.0.3809.132,Enter the text from the feild,,2019-09-04 18:35:18,2019-09-04 18:35:20,1.414s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:20,2019-09-04 18:35:21,1.006s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Datum""), ""23/08/2019"")",Chrome 76.0.3809.132,Enter the date,,2019-09-04 18:35:21,2019-09-04 18:35:22,1.011s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:22,2019-09-04 18:35:23,1.006s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie save""))",Chrome 76.0.3809.132,Click save btn,,2019-09-04 18:35:23,2019-09-04 18:35:23,0.615s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:23,2019-09-04 18:35:24,1.016s,PASSED
takeScreenshot(),Chrome 76.0.3809.132,,,2019-09-04 18:35:24,2019-09-04 18:35:25,0.499s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:25,2019-09-04 18:35:26,1.015s,PASSED
"comment(""Editing existing record in Registratie"")",Chrome 76.0.3809.132,,,2019-09-04 18:35:26,2019-09-04 18:35:26,0.008s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/edit existing record in registratie""))",Chrome 76.0.3809.132,Edit the existing record ,,2019-09-04 18:35:26,2019-09-04 18:35:27,0.921s,PASSED
delay(2),Chrome 76.0.3809.132,,,2019-09-04 18:35:27,2019-09-04 18:35:29,2.008s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie van 1""), ""KORPS POLITIE CURACAO"", false)",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:29,2019-09-04 18:35:29,0.701s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:29,2019-09-04 18:35:30,1.007s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie Naar 1""), ""OPENBARE MINISTERIE"", false)",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:30,2019-09-04 18:35:31,0.590s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:31,2019-09-04 18:35:32,1.007s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie van 2""), ""AMBULANCE"", false)",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:32,2019-09-04 18:35:32,0.546s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:32,2019-09-04 18:35:34,1.008s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie Naar 2""), ""SKS"", false)",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:34,2019-09-04 18:35:34,0.630s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:34,2019-09-04 18:35:35,1.009s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Behandeld door""), ""Katalon testing :: Behandeld door"")",Chrome 76.0.3809.132,Select required dropdown fro the list,,2019-09-04 18:35:35,2019-09-04 18:35:37,2.051s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:37,2019-09-04 18:35:38,1.006s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Telefoon""), ""123456789"")",Chrome 76.0.3809.132,Enter the text from the feild,,2019-09-04 18:35:38,2019-09-04 18:35:39,0.903s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:39,2019-09-04 18:35:40,1.009s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/E-Mail""), ""test@gmail.com"")",Chrome 76.0.3809.132,Enter the text from the feild,,2019-09-04 18:35:40,2019-09-04 18:35:41,1.201s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:41,2019-09-04 18:35:42,1.005s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Datum""), ""25/10/2019"")",Chrome 76.0.3809.132,Enter the date,,2019-09-04 18:35:42,2019-09-04 18:35:43,0.607s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:43,2019-09-04 18:35:44,1.006s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie save""))",Chrome 76.0.3809.132,Click save btn,,2019-09-04 18:35:44,2019-09-04 18:35:44,0.543s,PASSED
"log.logInfo(""edit mode working fine "")",Chrome 76.0.3809.132,,,2019-09-04 18:35:44,2019-09-04 18:35:44,0.007s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:44,2019-09-04 18:35:46,1.267s,PASSED
"comment(""View existing record in Registratie"")",Chrome 76.0.3809.132,,,2019-09-04 18:35:46,2019-09-04 18:35:46,0.009s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:46,2019-09-04 18:35:47,1.010s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/View existing record""))",Chrome 76.0.3809.132,Click view mode for existing saved record,,2019-09-04 18:35:47,2019-09-04 18:35:49,2.027s,PASSED
"log.logInfo(""View mode is displaying new button "")",Chrome 76.0.3809.132,,,2019-09-04 18:35:49,2019-09-04 18:35:49,0.009s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:49,2019-09-04 18:35:50,1.217s,PASSED
takeScreenshot(),Chrome 76.0.3809.132,,,2019-09-04 18:35:50,2019-09-04 18:35:51,0.765s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:51,2019-09-04 18:35:52,1.006s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/View mode close btn""))",Chrome 76.0.3809.132,Click the close btn,,2019-09-04 18:35:52,2019-09-04 18:35:53,1.127s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:53,2019-09-04 18:35:54,1.006s,PASSED
"comment(""View existing record in Registratie"")",Chrome 76.0.3809.132,,,2019-09-04 18:35:54,2019-09-04 18:35:54,0.005s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:54,2019-09-04 18:35:55,1.012s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/Delete existing""))",Chrome 76.0.3809.132,Click delete btn,,2019-09-04 18:35:55,2019-09-04 18:35:56,0.861s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:56,2019-09-04 18:35:57,1.007s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/Conform delete""))",Chrome 76.0.3809.132,Re conform the delete btn,,2019-09-04 18:35:57,2019-09-04 18:35:58,1.328s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:35:58,2019-09-04 18:35:59,1.016s,PASSED
takeScreenshot(),Chrome 76.0.3809.132,,,2019-09-04 18:35:59,2019-09-04 18:36:00,0.796s,PASSED
delay(1),Chrome 76.0.3809.132,,,2019-09-04 18:36:00,2019-09-04 18:36:01,1.008s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/registratie tab""))",Chrome 76.0.3809.132,,,2019-09-04 18:36:01,2019-09-04 18:36:02,1.454s,PASSED
,,,,,,,
Test Cases/JIRA Tasks/Release 6.6/ACTPOL-560,Chrome 76.0.3809.132,"Description:
Possibility to register an Vreemdeling and Caretaker/husband etc

Solution:
Create a tab Called Personalia in the MBES18 module to register a Persoon as in rol/proces and in addition to this fields for registering an additional person as in Vreemdeling tab Toegang.

Testplan:
Step 1: Go to Opsporing - MBES18
Step 2: Enter mandatory fields and save
Step 2: Go to Tab personalia and enter a new person, also enter a person in field Garantsteller and save record.
Step 4: record is saved with bot Person information displayed.

Navigation:
Opsporing - MBES18 -Tab Personalia",ACTPOL-560,2019-09-04 18:36:05,2019-09-04 18:39:27,3m - 22.046s,PASSED
"callTestCase(findTestCase(""main/Actpol_Login_testenv""), [:], STOP_ON_FAILURE)",Chrome 76.0.3809.132,Login to the application,,2019-09-04 18:36:07,2019-09-04 18:36:50,43.239s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 76.0.3809.132,,,2019-09-04 18:36:50,2019-09-04 18:36:50,0.003s,PASSED
