Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"geb = getText(findTestObject(""JIRA/A Relese 6.6/ACTPOL-558/Geboortedatum""))",Chrome 77.0.3865.90,Get text from the feild,,2019-09-24 18:20:03,2019-09-24 18:20:03,0.451s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + geb)",Chrome 77.0.3865.90,,,2019-09-24 18:20:03,2019-09-24 18:20:03,0.003s,PASSED
"log.logInfo(""MBES18 module a grid will shown in Arrestanten, with the Options Vrnummer, Datum incident, Organisatie,Voornaam, Achternaam and  Geboortedatum."")",Chrome 77.0.3865.90,,,2019-09-24 18:20:03,2019-09-24 18:20:03,0.003s,PASSED
,,,,,,,
Test Cases/JIRA Tasks/Release 6.6/ACTPOL-559,Chrome 77.0.3865.90,"Description:
Per incident a new record should be created.
This should contain tab registratie, Personalia, Inbewaringstellings c.q. Plaatsingegevens, Gedrag/Medisch, Incidenten, Overige gegevens, Bezittingen/Bagage, Documenten.
In other task we will cover the various tabs. This task contains the registratie tab.

Solution:
Create the record for MBES18 records.
This should contain tab registratie, Personalia, Inbewaringstellings c.q. Plaatsingegevens, Gedrag/Medisch, Incidenten, Overige gegevens, Bezittingen/Bagage, Documenten.
In other task we will cover the various tabs. This task contains the registratie tab.

Testplan:
Step 1: Go to Opsporing - MBES18
Step 2: Enter all field in tab Registratie
Step 3: Save record

Navigation:
Opsporing - MBES18",ACTPOL-559,2019-09-24 18:20:06,2019-09-24 18:21:59,1m - 53.227s,PASSED
"callTestCase(findTestCase(""main/Actpol_Login_testenv""), [:], STOP_ON_FAILURE)",Chrome 77.0.3865.90,Login to the application,,2019-09-24 18:20:07,2019-09-24 18:20:29,22.755s,PASSED
log = new com.kms.katalon.core.logging.KeywordLogger(),Chrome 77.0.3865.90,,,2019-09-24 18:20:29,2019-09-24 18:20:29,0.007s,PASSED
delay(6),Chrome 77.0.3865.90,,,2019-09-24 18:20:29,2019-09-24 18:20:35,6.021s,PASSED
"mouseOver(findTestObject(""Actpol_Scripts/Menu navigation/Generiek/Generiek""))",Chrome 77.0.3865.90,Mouse over to Generic tab,,2019-09-24 18:20:35,2019-09-24 18:20:36,0.345s,PASSED
"log.logInfo(""Successfully logged"")",Chrome 77.0.3865.90,,,2019-09-24 18:20:36,2019-09-24 18:20:36,0.003s,PASSED
delay(4),Chrome 77.0.3865.90,,,2019-09-24 18:20:36,2019-09-24 18:20:40,4.010s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/MBES18 TAB""))",Chrome 77.0.3865.90,Click MBES tab,,2019-09-24 18:20:40,2019-09-24 18:20:40,0.395s,PASSED
delay(2),Chrome 77.0.3865.90,,,2019-09-24 18:20:40,2019-09-24 18:20:42,2.011s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/MBES18 TAB""), OPTIONAL)",Chrome 77.0.3865.90,Click MBES tab,,2019-09-24 18:20:42,2019-09-24 18:20:42,0.288s,PASSED
"log.logInfo(""Clicking MBES18 tab "")",Chrome 77.0.3865.90,,,2019-09-24 18:20:42,2019-09-24 18:20:42,0.003s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:42,2019-09-24 18:20:43,1.010s,PASSED
delay(5),Chrome 77.0.3865.90,,,2019-09-24 18:20:43,2019-09-24 18:20:48,5.011s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/mbes new""))",Chrome 77.0.3865.90,Click new btn,,2019-09-24 18:20:48,2019-09-24 18:20:49,0.646s,PASSED
"log.logInfo(""Clicking MBES18 new button "")",Chrome 77.0.3865.90,,,2019-09-24 18:20:49,2019-09-24 18:20:49,0.003s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:49,2019-09-24 18:20:50,1.011s,PASSED
takeScreenshot(),Chrome 77.0.3865.90,,,2019-09-24 18:20:50,2019-09-24 18:20:51,0.504s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:51,2019-09-24 18:20:52,1.006s,PASSED
"comment(""Checking This should contain tab registratie, Personalia, Inbewaringstellings c.q. Plaatsingegevens, Gedrag/Medisch, Incidenten, Overige gegevens, Bezittingen/Bagage, Documenten. "")",Chrome 77.0.3865.90,,,2019-09-24 18:20:52,2019-09-24 18:20:52,0.037s,PASSED
"reg = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/Registratie tab""))",Chrome 77.0.3865.90,Registration tab is visible in in the grid.,,2019-09-24 18:20:52,2019-09-24 18:20:52,0.462s,PASSED
"log.logInfo(""Grid is shown contains tabs mentioned ::"" + reg)",Chrome 77.0.3865.90,,,2019-09-24 18:20:52,2019-09-24 18:20:52,0.003s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:52,2019-09-24 18:20:53,1.006s,PASSED
"per = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/Personalia tab""))",Chrome 77.0.3865.90,Personalia tab is visible in in the grid.,,2019-09-24 18:20:53,2019-09-24 18:20:54,0.406s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + per)",Chrome 77.0.3865.90,,,2019-09-24 18:20:54,2019-09-24 18:20:54,0.004s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:54,2019-09-24 18:20:55,1.007s,PASSED
"inb = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/3 INBEWARINGSTELLINGS_C.Q._PLAATSINGSGEGEVENS/INBEWARINGSTELLINGS C.Q. PLAATSINGSGEGEVENS tab""))",Chrome 77.0.3865.90,INBEWARINGSTELLINGS C.Q. PLAATSINGSGEGEVENS tab is visible in in the grid.,,2019-09-24 18:20:55,2019-09-24 18:20:55,0.402s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + inb)",Chrome 77.0.3865.90,,,2019-09-24 18:20:55,2019-09-24 18:20:55,0.002s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:55,2019-09-24 18:20:56,1.007s,PASSED
"ged = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/4 GEDRAG_MEDISCH/GEDRAG MEDISCH tab""))",Chrome 77.0.3865.90,GEDRAG/MEDISCH tab is visible in in the grid.,,2019-09-24 18:20:56,2019-09-24 18:20:56,0.409s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + ged)",Chrome 77.0.3865.90,,,2019-09-24 18:20:56,2019-09-24 18:20:56,0.003s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:56,2019-09-24 18:20:57,1.009s,PASSED
"inc = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/5 INCIDENTEN/INCIDENTEN tab""))",Chrome 77.0.3865.90,INCIDENTEN tab is visible in in the grid.,,2019-09-24 18:20:57,2019-09-24 18:20:58,0.370s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + inc)",Chrome 77.0.3865.90,,,2019-09-24 18:20:58,2019-09-24 18:20:58,0.003s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:58,2019-09-24 18:20:59,1.007s,PASSED
"over = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/6 Overige gegevens/OVERIGE GEGEVENS tab""))",Chrome 77.0.3865.90,OVERIGE GEGEVENS tab is visible in in the grid.,,2019-09-24 18:20:59,2019-09-24 18:20:59,0.427s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + over)",Chrome 77.0.3865.90,,,2019-09-24 18:20:59,2019-09-24 18:20:59,0.003s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:20:59,2019-09-24 18:21:00,1.009s,PASSED
"begi = getText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/7 BEZITTINGEN_BAGAGE/BEZITTINGEN_BAGAGE tab""))",Chrome 77.0.3865.90,BEZITTINGEN/BAGAGE tab is visible in in the grid.,,2019-09-24 18:21:00,2019-09-24 18:21:01,0.417s,PASSED
"log.logInfo(""Grid is shown contains columns mentioned ::"" + begi)",Chrome 77.0.3865.90,,,2019-09-24 18:21:01,2019-09-24 18:21:01,0.002s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:01,2019-09-24 18:21:02,1.005s,PASSED
"comment(""Data entering in Registratie tab"")",Chrome 77.0.3865.90,,,2019-09-24 18:21:02,2019-09-24 18:21:02,0.005s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:02,2019-09-24 18:21:03,1.007s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/Registratie new""))",Chrome 77.0.3865.90,Click new btn in Registratie,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.578s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.005s,NOT_RUN
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie save""))",Chrome 77.0.3865.90,Click save btn,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.006s,NOT_RUN
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.009s,NOT_RUN
getAlertText(),Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.004s,NOT_RUN
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.003s,NOT_RUN
acceptAlert(),Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.003s,NOT_RUN
delay(3),Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.004s,NOT_RUN
takeScreenshot(),Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.004s,NOT_RUN
"log.logInfo(""without throwing error data is saved the grid..."")",Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.003s,NOT_RUN
"log.logInfo(""not getting error message"")",Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.003s,NOT_RUN
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/Registratie new""))",Chrome 77.0.3865.90,Click new btn in Registratie,,2019-09-24 18:21:03,2019-09-24 18:21:03,0.006s,NOT_RUN
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:03,2019-09-24 18:21:04,1.008s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/temp/Page_ACTPOL Test/select_KORPS POLITIE CURACAOOPENBARE MINISTERIEAMBULANCESKSBRANDWEER""), ""1"", true)",Chrome 77.0.3865.90,,,2019-09-24 18:21:04,2019-09-24 18:21:04,0.003s,NOT_RUN
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie van 1""), ""KORPS POLITIE CURACAO"", false)",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:04,2019-09-24 18:21:05,0.574s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:05,2019-09-24 18:21:06,1.006s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie Naar 1""), ""OPENBARE MINISTERIE"", false)",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:06,2019-09-24 18:21:06,0.550s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:06,2019-09-24 18:21:07,1.007s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie van 2""), ""AMBULANCE"", false)",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:07,2019-09-24 18:21:08,0.552s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:08,2019-09-24 18:21:09,1.006s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie Naar 2""), ""SKS"", false)",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:09,2019-09-24 18:21:10,0.578s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:10,2019-09-24 18:21:11,1.009s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Behandeld door""), ""Katalon testing :: Behandeld door"")",Chrome 77.0.3865.90,Enter the text from the feild,,2019-09-24 18:21:11,2019-09-24 18:21:12,1.615s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:12,2019-09-24 18:21:13,1.008s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Telefoon""), ""123456789"")",Chrome 77.0.3865.90,Enter the text from the feild,,2019-09-24 18:21:13,2019-09-24 18:21:14,0.777s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:14,2019-09-24 18:21:15,1.003s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/E-Mail""), ""test@gmail.com"")",Chrome 77.0.3865.90,Enter the text from the feild,,2019-09-24 18:21:15,2019-09-24 18:21:16,0.847s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:16,2019-09-24 18:21:17,1.008s,PASSED
"setMaskedText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Datum""), ""23"")",Chrome 77.0.3865.90,Enter the date,,2019-09-24 18:21:17,2019-09-24 18:21:17,0.006s,NOT_RUN
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Datum calendar icon""))",Chrome 77.0.3865.90,,,2019-09-24 18:21:17,2019-09-24 18:21:17,0.666s,PASSED
delay(2),Chrome 77.0.3865.90,,,2019-09-24 18:21:17,2019-09-24 18:21:19,2.005s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Monthyear/Rightmonth""), ""sep"", false)",Chrome 77.0.3865.90,,,2019-09-24 18:21:19,2019-09-24 18:21:20,0.401s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:20,2019-09-24 18:21:21,1.006s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Monthyear/Rightyear""), ""2019"", false)",Chrome 77.0.3865.90,,,2019-09-24 18:21:21,2019-09-24 18:21:21,0.435s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:21,2019-09-24 18:21:22,1.005s,PASSED
"click(findTestObject(""Actpol_Scripts/Date/16th right frame""))",Chrome 77.0.3865.90,,,2019-09-24 18:21:22,2019-09-24 18:21:23,0.562s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:23,2019-09-24 18:21:24,1.008s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie save""))",Chrome 77.0.3865.90,Click save btn,,2019-09-24 18:21:24,2019-09-24 18:21:24,0.525s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:24,2019-09-24 18:21:25,1.035s,PASSED
takeScreenshot(),Chrome 77.0.3865.90,,,2019-09-24 18:21:25,2019-09-24 18:21:26,0.526s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:26,2019-09-24 18:21:27,1.008s,PASSED
"comment(""Editing existing record in Registratie"")",Chrome 77.0.3865.90,,,2019-09-24 18:21:27,2019-09-24 18:21:27,0.014s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/edit existing record in registratie""))",Chrome 77.0.3865.90,Edit the existing record ,,2019-09-24 18:21:27,2019-09-24 18:21:28,0.661s,PASSED
delay(2),Chrome 77.0.3865.90,,,2019-09-24 18:21:28,2019-09-24 18:21:30,2.010s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie van 1""), ""KORPS POLITIE CURACAO"", false)",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:30,2019-09-24 18:21:30,0.396s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:30,2019-09-24 18:21:31,1.006s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie Naar 1""), ""OPENBARE MINISTERIE"", false)",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:31,2019-09-24 18:21:32,0.413s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:32,2019-09-24 18:21:33,1.006s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie van 2""), ""AMBULANCE"", false)",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:33,2019-09-24 18:21:33,0.394s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:33,2019-09-24 18:21:34,1.007s,PASSED
"selectOptionByLabel(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie Naar 2""), ""SKS"", false)",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:34,2019-09-24 18:21:34,0.410s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:34,2019-09-24 18:21:35,1.010s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Behandeld door""), ""Katalon testing :: Behandeld door"")",Chrome 77.0.3865.90,Select required dropdown fro the list,,2019-09-24 18:21:35,2019-09-24 18:21:37,1.487s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:37,2019-09-24 18:21:38,1.008s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Telefoon""), ""123456789"")",Chrome 77.0.3865.90,Enter the text from the feild,,2019-09-24 18:21:38,2019-09-24 18:21:39,0.874s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:39,2019-09-24 18:21:40,1.007s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/E-Mail""), ""test@gmail.com"")",Chrome 77.0.3865.90,Enter the text from the feild,,2019-09-24 18:21:40,2019-09-24 18:21:41,0.865s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:41,2019-09-24 18:21:42,1.007s,PASSED
"setText(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Datum""), ""25/10/2019"")",Chrome 77.0.3865.90,Enter the date,,2019-09-24 18:21:42,2019-09-24 18:21:42,0.598s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:42,2019-09-24 18:21:43,1.005s,PASSED
"click(findTestObject(""Actpol_Scripts/Opsporing/MBES18/1 Registratie/Registratie save""))",Chrome 77.0.3865.90,Click save btn,,2019-09-24 18:21:43,2019-09-24 18:21:44,0.495s,PASSED
"log.logInfo(""edit mode working fine "")",Chrome 77.0.3865.90,,,2019-09-24 18:21:44,2019-09-24 18:21:44,0.003s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:44,2019-09-24 18:21:45,1.010s,PASSED
"comment(""View existing record in Registratie"")",Chrome 77.0.3865.90,,,2019-09-24 18:21:45,2019-09-24 18:21:45,0.005s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:45,2019-09-24 18:21:46,1.009s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/View existing record""))",Chrome 77.0.3865.90,Click view mode for existing saved record,,2019-09-24 18:21:46,2019-09-24 18:21:46,0.619s,PASSED
"log.logInfo(""View mode is displaying new button "")",Chrome 77.0.3865.90,,,2019-09-24 18:21:46,2019-09-24 18:21:46,0.007s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:46,2019-09-24 18:21:47,1.014s,PASSED
takeScreenshot(),Chrome 77.0.3865.90,,,2019-09-24 18:21:47,2019-09-24 18:21:48,0.386s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:48,2019-09-24 18:21:49,1.005s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/View mode close btn""))",Chrome 77.0.3865.90,Click the close btn,,2019-09-24 18:21:49,2019-09-24 18:21:49,0.561s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:49,2019-09-24 18:21:50,1.010s,PASSED
"comment(""View existing record in Registratie"")",Chrome 77.0.3865.90,,,2019-09-24 18:21:50,2019-09-24 18:21:50,0.013s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:50,2019-09-24 18:21:51,1.011s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/Delete existing""))",Chrome 77.0.3865.90,Click delete btn,,2019-09-24 18:21:51,2019-09-24 18:21:52,0.584s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:52,2019-09-24 18:21:53,1.007s,PASSED
"click(findTestObject(""JIRA/A Relese 6.6/ACTPOL-559/Conform delete""))",Chrome 77.0.3865.90,Re conform the delete btn,,2019-09-24 18:21:53,2019-09-24 18:21:54,0.619s,PASSED
delay(1),Chrome 77.0.3865.90,,,2019-09-24 18:21:54,2019-09-24 18:21:55,1.005s,PASSED
takeScreenshot(),Chrome 77.0.3865.90,,,2019-09-24 18:21:55,2019-09-24 18:21:55,0.427s,PASSED
